"Project Id","Project name",Website,"Short description","Long description","Social impact","Start date","End date",Country,Region,Latitude,Longitude,"Linked Organisation IDs","Who we help tags","Support tags",Focus,Technology,"Creation date"
484,HOMER,,,"The overall goal of HOMER is to contribute to unlock the full potential of the Public Sector Information in the Mediterranean space, by contributing to make the all area a competitive territory, able to match global competition and to ensure a sustainable growth and employment for the next generations.",,,,,,,,34,,"Culture and arts, Energy and environment","Open data","Mobile and web apps, open data, Open-source technologies",1970-01-01
306,"Hosted software",,,"We make community currencies easier to manage by taking the software headache away.",,,,,,,,448,,"Finance and economy, Neighbourhood regeneration","Open networks","Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
819,"Housing and Public Space",http://www.banimidhehapesira.com,"Kosovo Architecture Foundation is a non for profit foundation based in Prishtina, Kosovo. Its main focus is improving the lives of the commu","<p>&ldquo;The civil right to public space and social housing&rdquo; project is implemented by Kosovo Architecture Foundation (KAF) and is supported by the project Democratic Society Promotion (DSP) &ndash; financed by Swiss Cooperation Office Kosovo (SCO-K) and managed by Kosovar Civil Society Foundation (KCSF).</p>
<p>Its main goal is to provide equal rights in social, affordable and appropriate housing, and public space for all the citizens, regardless of their cultural, social and economic differences. The project aims to increase the level of citizen&rsquo;s satisfaction with public services, to increase citizens and NGOs participation in local public discussions and to increase their influence in policymaking. It targets cultural and socio-economical marginalized groups, local decision makers, and the general public in municipalities of Prishtina, Gjakova, Gjilan, Ferizaj and Fushe Kosova. Implementation of the project started on 1st&nbsp;of September 2015 and is expected to end on 28th&nbsp;of February 2017.</p>
<p><strong>The main aims of the project are:</strong></p>
<div>The training of interest groups in using contemporary tools and methodologies for activism and influencing decision-making processes. The aim of the project is to involve and activate the general society and civil society organizations in political and public life, with the purpose of achieving good local governance, increasing the quality of services, gender equality and integrating minorities and other marginalized groups in fields related to public space and social housing.</div>
<div>Drafting local manuals for social and affordable housing for the citizens, which are supposed to be considered or applied by the Municipality.The manuals for social housing will be drafted based on official laws and documents, existing field conditions, needs of groups of interest, successful examples in the world and in consultation with local and international experts. Through these manuals it is aimed to create strategies and proper living conditions for the citizens.</div>
<div>Founding inclusive advisory groups for decision-making in social housing.The aim of these groups, which will also include women, disabled people and marginalized groups, is to provide equal dissemination of social housing units within municipalities in the best possible way, by prioritizing the most needed beneficiaries.</div>
<div>Building mechanisms for accountability to the citizens.It includes building a communication/reporting platform for smart phones for reporting the damages or misuse of public space and social housing. Reporting will be done by sending photographs and describing the damage/misuse and its location in the application. These complaints will be sent to the municipality&rsquo;s inspectorate, which is expected to intervene with the needed measures. Thus the communication and transparency between the municipality and citizens will increase.</div>
<div>Raising public awareness for the universal right to public space, social and affordable housing.Within the project will be organized public debates and discussions among local decision makers, NGO-s and the general public, presentations for high school students and workshops for local students and groups of interest, and will be published informing brochures for the citizens&rsquo; rights and responsibilities in public space and for application methods and conditions for social and affordable housing.</div>","<p>Raising public awareness for the universal right to public space, social and affordable housing.Within the project will be organized public debates and discussions among local decision makers, NGO-s and the general public, presentations for high school students and workshops for local students and groups of interest, and will be published informing brochures for the citizens&rsquo; rights and responsibilities in public space and for application methods and conditions for social and affordable housing.</p>",2015-09-01,,Albania,Prishtina,41.3350459,19.492836,1231,"digital social innovation, housing, social equity, urban regeneration","Neighbourhood regeneration, Participation and democracy","Open knowledge","Mobile and web apps",2017-01-18
108,"Hub Vilnius coworking",,,"new social enterprises and for pofit startups have been set up",,,,,,,,828,,"Work and employment","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding",1970-01-01
86,HullCoin,,,"Currently at the stage of undertaking a small scale pilot. HullCoin aims to encourage positive social action through the introduction of a local currency into the local economy with a distribution framework aimed at addressing issues re. poverty in Hull. ",,,,,,,,101,,"Finance and economy, Health and wellbeing","Open networks","Peer-to-peer networks",1970-01-01
594,"Hyperlocal citizen participation and transparency",,,"Our platform has increased the transparency in local politics in Frankfurt. It is a become a standard source for many citizens. Many initiatives have been created and lead to intense exchanges. The project was covered by many media outlets in Germany including German radio, 2nd channel etc. ",,,,,,,,233,,"Participation and democracy","Open data, Open knowledge","big data, Geotagging, GPS and GIS, Social networks and social media",1970-01-01
367,"I Wheel Share",,,"Thanks to this project we would like the non-disabled to be better informed about disability and open up general access to public amenities for the disabled. Our leitmotiv is Together we are stronger. I strongly believe that participatory projects that originate from the general public reflect a real necessity.
",,,,,,,,1154,,"Participation and democracy","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, Mobile and web apps, Online marketplaces and noticeboards, Social networks and social media",1970-01-01
755,I-LINC,http://www.i-linc.eu/,"I-LINC brings together experts in the fields of youth entrepreneurship, inclusion and digital skills - fighting youth unemployment!","<p>I-LINC is an open membership platform, that enables you to connect with any stakeholder interested in improving youth employability and entrepreneurship. I-LINC is here to find ways to empower young people to become agents of change using the Information and Communication Technology as the tool for that change.</p>
<p>If you have the same feeling then I-LINC is for you!</p>
<p>The I-Linc community is a place dedicated to interact and find new organizations or partners to develop your project.</p>
<p>Join the I-linc community to participate, learn and interact with other partners to exchange ideas and build a network for everyone interested in using digital techniques through formal, non-formal or informal ICT for education.&nbsp;</p>
<p>OBJECTIVES</p>
<ul>
<li>Constructively discuss and design socio-educational e-solutions and policy options to modernise education through ICT;</li>
<li>Provide inclusive alternatives to formal education brought from the non-formal education sector; and</li>
<li>Create a new ""digital"" path for employment for young people (and, by extension, to those at risk of social exclusion).</li>
</ul>","<p>I-LINC brings together stakeholders from policy, civil society, academia and employers and aims at tackling youth unemployment from a competence approach: We aim at providing digital skills for a better particpation in a more and more digital world of labour.</p>",,,,,,,,"community, education, professionals, students, technology, young people","Education and skills","Open networks",,1970-01-01
669,"IBIP Lab: Iberian Institute in Psycho-Sciences Lab - Research and Innovation Centre",,,living-lab,,,,,,,,593,,"Education and skills, Health and wellbeing, Participation and democracy, Science","Open data, Open hardware, Open knowledge, Open networks","Online learning and MOOCs, Peer-to-peer networks, sensors and internet of things, Social networks and social media, Wearables and personal monitoring",1970-01-01
487,icount4eu,,,"Through this campaign we want to enhance citizen participation in the public sphere, to change the way they view politics and their own power through discussion and voting.",,,,,,,,494,,"Work and employment","Open data","Crowdsourcing, crowdmapping and crowdfunding",1970-01-01
552,"ICT and e-participation research",,,"Knowledge dissemination",,,,,,,,"38, 211, 449",,"Participation and democracy","Open data","Digital democracy tools, Social networks and social media",1970-01-01
281,"Ideas Accelerator",,,"Creating a reference node for the social innovation entrepreneurs in Trieste and Friuli Venezia Giulia. We support entrepreneurs start up and their activities, planning events, activities oriented to improve livability of our city; we host a continuous flow of relevant events and programmes, providing a stream of learning and networking opportunities for members. Our primary aim is to support organisations with positive social and environmental impact at the heart of their missions.",,,,,,,,622,,"Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Digital fabrication and 3D-printing, Mobile and web apps, Online marketplaces and noticeboards, sensors and internet of things, Social networks and social media, Wearables and personal monitoring",1970-01-01
277,"iHUB Candidate",,,"Creating a reference node for the social innovation tribes in Barcelona.
",,,,,,,,680,,"Education and skills","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
724,"Ik Ben Zoho",,,"Connecting residents and workers community",,,,,,,,887,,"Neighbourhood regeneration, Participation and democracy, Work and employment","Open data","Peer-to-peer networks, Social networks and social media",1970-01-01
466,IKT.NRW,,,"develop and implement ict.based innovation strategies",,,,,,,,57,,"Education and skills, Science, Work and employment","Open networks","Social networks and social media",1970-01-01
602,ilikecinema,,,"bring together communities and contents into movietheaters",,,,,,,,124,,"Culture and arts","Open hardware, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
278,Illa3horts,,,"Social Participation & Collaboration
Ecological Production
Sustainable Environment Education ",,,,,,,,536,,"Culture and arts, Education and skills, Energy and environment, Participation and democracy","Open data, Open knowledge, Open networks","Artificial intelligence and machine learning, Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, Open-source technologies, Social networks and social media",1970-01-01
852,ImHealth,,,,,,,,,,,,,,,,2017-03-02
276,"impact analysis",,,"we analyse the impact of ngos to make it comparible",,,,,,,,246,,"Participation and democracy","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Open-source technologies",1970-01-01
557,"Impact Hub King's Cross",,,"We support social entrepreneurs start up their activities and scale their impact. We run incubation programmes (for example the Impact Hub Fellowship) providing funding and support to 3 social start-ups at the time. We run a large European project (BENISI) scaling 300 social innovations in Europe. Currently supporting 10 social innovative entities scaling within the UK.",,,,,,,,149,,"Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Online marketplaces and noticeboards, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
26,"Impact Hub Milan",,,"Incubation and acceleration of social start-ups, scaling of social innovation in Italy and Europe, awareness raising of social innovation and social entrepreneurship, networking, collaboration and support. ",,,,,,,,252,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media, Wearables and personal monitoring",1970-01-01
713,"Impact Hub Siracusa",,,"foster collaborative and shared economy, foster innovative approach into local public administration process",,,,,,,,187,,"Culture and arts, Finance and economy","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Peer-to-peer networks, Social networks and social media, Wearables and personal monitoring",1970-01-01
698,"Impact Hub Westminster",,,"We provide highly scalable impact through our supportive collaborative environment. In this time of enforced austerity, ethical businesses are struggling to survive in isolation  the Hubs environment and services increases their likelihood of survival and helps incubate their growth and impact.

We host and develop a wide range of innovative events structures that enable new and innovative solutions to real world problems (e.g. Hackathons). We also support members that address a range of social or environmental issues. For example, an organisation bringing clean and low-cost energy to poor rural areas in Africa, or a charity creating 2,000 new jobs in London over a two year period. These members benefit greatly from our service through savings of time and money, as well as structured introductions and networking to enable effective collaboration.",,,,,,,,192,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
642,"Impact Hub Zurich",,,"We support social entrepreneurs start up their activities and scale their impact. We run incubation programmes (for example the Impact Hub Fellowship) providing funding and support to different start-ups.",,,,,,,,242,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
580,"Improve My City",,,"By making the direct citizen-government communication an every-day reality of citizens life, ImproveMyCity brings significant impact to the city functioning. With issue reporting being an easy and fun process, citizens will become more active and engaged with their government. Moreover, ImproveMyCity is expected to increase the citizens awareness about the various processes and players required to solve a certain type of problem (i.e. many are the cases that citizens dont know that their issue is under the jurisdiction of the general (and not the local) government until they receive this information from the feedback mechanism of the application). This direct communication is expected to make citizens more co-operative with their government and their fellow-citizens and contribute to their sense of purpose and meaning towards the empowerment of the citys collective awareness. Finally, by establishing more efficient mechanisms for spotting and fixing the problematic parts of a city the level of well-being and satisfaction is expected to improve among its citizens.",,,,,,,,62,,"Finance and economy, Neighbourhood regeneration, Participation and democracy","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, open data, Open-source technologies, sensors and internet of things",1970-01-01
451,"Improving The Maule's competitiveness",,,"Regional economics impact",,,,,,,,247,,"Energy and environment, Science","Open data, Open hardware, Open knowledge, Open networks","Online marketplaces and noticeboards, open data, Peer-to-peer networks",1970-01-01
523,"Incom.org - better days in teaching and learning",,,"common culture of cooperation",,,,,,,,1034,,"Culture and arts, Education and skills, Participation and democracy, Science","Open knowledge","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
374,"Incubation and acceleration of social business start-ups",,,"We accelerate social business ideas and entrepreneurs and help fund them through our social business angels club. As a start-up our reach is still small but we have already evaluated over 200 projects, have 5 in incubation, of which 2 currently seeking funding, and we are launching this year our star project B-Ready to accelerate sales and raise funding for 10 social start-ups. For this program we have mobilized over 750.000 EUR in funding and count over 50 members in our social business angels club.",,,,,,,,745,,"Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Participation and democracy, Work and employment","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, Social networks and social media",1970-01-01
682,"Incubator and accelerator online",,,"We are currently working with several projects with social impact:
- applications of internet of things to social problems and city problems
- new and innovative resources for eldery and dependet
- new competences and habilities for children",,,,,,,,702,,"Education and skills, Health and wellbeing, Work and employment","Open networks","Peer-to-peer networks, Wearables and personal monitoring",1970-01-01
704,"Independent film criticism",,,"UScentrism, which gives us absolute freedom in terms of editorial approach.
On a side note, we try to raise the awareness of the way social media strategies could be used by film journalists and critics in order to fight the ongoing commercialization of traditional media. As far as academic researchers are concerned, we challenge them to go outside of their comfort zone and look at film and digital culture from another perspective.
Last but not least, Festivalists could be perceived as case-study reinventing the role of film criticism in the context of social networks and hyperreality of live events.",,,,,,,,255,,"Culture and arts, Education and skills, Neighbourhood regeneration","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
171,Infolab,,,"Empower local players through the use of data.",,,,,,,,267,,"Education and skills, Finance and economy, Neighbourhood regeneration, Participation and democracy","Open data, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, open data, sensors and internet of things, Social networks and social media",1970-01-01
505,Infometer,,,"Infometr is an effective tool to improve the openness of public authorities. The law provides for the right of access to official information. This right shall be ensured. Our monitoring is an example of successful cooperation between officials and civilian experts. 2308 governmental officials are registered in the Infometer system now.",,,,,,,,1,,"Participation and democracy","Open data","big data, open data, Open-source technologies",1970-01-01
775,"Informed Choice - ic!",http://www.informedchoice-ic.co.uk,"Helps decision-makers (alone or jointly with others) to always make the best choice (sic).","<p><span style=""background-color: #ffffff;"">None of us has ever been trained to decide, and no common methodology existed hitherto for making decisions in general.&nbsp; Yet,&nbsp;to varying degrees, we are all involved in making decisions, sometimes alone, sometimes with others. But, the process of deciding is often shrouded in secrecy and/or inexplicability, thereby inhibiting unity and commitment to the outcome, if not promoting disengagement altogether. </span></p>
<p><span style=""background-color: #ffffff;"">Clearly, we need a process which helps deciders to always make the best choice (sic), and in a way which is understandable to all concerned.&nbsp; The whole process should be universally transparent (public accountability), no matter how many people may be involved or how disparate their views (for unity and commitment).&nbsp; </span></p>
<p><span style=""background-color: #ffffff;"">""Informed Choice - ic!"" is our innovative App which applies to any decision involving any number of people. And it uses a globally-recognisable 'language' so that those affected by, or involved in such decisions can easily understand, test and/or participate in them. Above all, it always makes the best choice based on everyone's views and perspectives, all of which are easily expressed.&nbsp; </span></p>
<p><span style=""background-color: #ffffff;"">Furthermore, it can be freely available (and forever) on a website with NO advertisements, NO commissions, NO subscriptions, NO donations, NO sponsorships and NO privacy issues, ergo beyond reproach.&nbsp; Many other significant benefits arise, like bias-neutral, ability to prove innocence (sic), comparison with model candidates in recruitment, and so on.&nbsp; And, a blueprint is in place for ongoing developments, like fostering a community to develop and maintain a library of decisions, a la Wikipedia, but with attitude.</span></p>
<p><span style=""background-color: #ffffff;"">""Informed Choice - ic!"" supports any decision-maker, or any group of decision-makers, on any subject, in any circumstance, and ensures the best choice is always made.</span></p>","<p>The particular issue we aim to address is that we all seek to make the best choice, in any situation.&nbsp; Universally transparent decision-making is, per se, a pre-requisite for public accountability.&nbsp; Moreover,&nbsp; it restores trust in just about every area of society, as well as re-engages citizens in every aspect of their lives that they wish to be involved in.&nbsp; In procurement, ignorance, incompetence and corruption can all be exposed; in recruitment, candidates can be properly assured of their reasons for success/failure; for consumers, confidence that the best choice is always made from a plethora of products/services; for life-choices, say careers, schools, courses, etc. the best choice is assured; governance everywhere will be significantly improved; medicine will show the best treatment is made, even with patient participation if necessary, and so it goes on.&nbsp; ""Informed Choice - ic!"" is ubiquitous.</p>",2016-04-01,,"United Kingdom",London,51.5073219,-0.1276473,,,"Participation and democracy","Open knowledge, Open networks",,1970-01-01
459,InfoTrafford,,,"Transparancy in public bodies. Supporting voluntary and other 3rd sector providers with grant applications. Increased inward investment to Trafford. Anticipated reduced demand on services. Facilitate service redesign. Improved communications",,,,,,,,291,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge","open data",1970-01-01
205,"Ingenierie collaborative",,,"Changement de comportement et posture ",,,,,,,,205,,"Education and skills, Participation and democracy, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Online learning and MOOCs, Social networks and social media",1970-01-01
538,"Initiative for Civic Economics Portugal",,,"open the possibility of citizenship to participate in the production of goods and public services managed and funded according to their innovative nature and the impact they have in the community",,,,,,,,261,,"Finance and economy, Participation and democracy, Science","Open data, Open hardware, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Online marketplaces and noticeboards, open data, Peer-to-peer networks",1970-01-01
820,InLife,http://www.inlife-h2020.eu/,"InLife is an innovative Gamification framework for education and social inclusion.","<p>InLife - Incubate a New Learning and Inspiration Framework for Education is a H2020 project that aims at providing an innovative gamification framework targeting both typical as well as special education and social inclusion activities throught&nbsp;Serious Games. InLife&rsquo;s core concept leverages on the potential of the Internet-of-Things (IoT) paradigm to directly link actions, decisions and events happening in real-life with in-game educational progress and modern gaming technologies.&nbsp;</p>","<p>InLife&nbsp;bridges IoT&nbsp;and Physical and the Virtual Worlds strengthens the infusion of gamification into non-leisure contexts, boosting the creation of new educational methodologies as well as new business opportunities. The challenge InLife&nbsp;addresses is to effectively join the forces of gaming sectors, IoT technologies and social sciences to support the development of creative and effective applications in education and for social inclusion.</p>",2016-11-23,2018-12-31,,,,,1208,"education, gamification, iot, social inclusion","Culture and arts, Education and skills","Open data","Online marketplaces and noticeboards, Peer-to-peer networks, sensors and internet of things",2017-01-24
421,Innomatnet,,,.,,,,,,,,64,,"Culture and arts, Education and skills, Science","Open knowledge, Open networks","Online learning and MOOCs, Social networks and social media",1970-01-01
582,innonatives,,,"We support Sustainability including social innovation projects. We help people to get support for their social projects including funding. We promote new social business models etc.",,,,,,,,749,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Participation and democracy","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, Online marketplaces and noticeboards, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
737,"innonatives challenges",,,"involves people from around the world in development of innovation and design for urgent social and environmental issues
involves people that are currently not part of innovation activities in development of solutions for their or other meaningful social and environmental problems. Social Innovation.",,,,,,,,620,,"Energy and environment, Finance and economy, Health and wellbeing, Participation and democracy","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
478,"Innotech Summit",,,"Direct influence on policy changes in the UK.",,,,,,,,907,,"Participation and democracy","Open data, Open networks","big data, Digital democracy tools, Open-source technologies, Social networks and social media",1970-01-01
255,"Innovacion Social en el sector turistico",,,"todavia no esta terminado",,,,,,,,615,,"Participation and democracy","Open knowledge, Open networks","Peer-to-peer networks",1970-01-01
617,"INNOVAGE (INTERREG IV C, grant agreement:  1282R4 INN.O.V.Age)",,,"INNOVAge partners have been strongly teamed up for the following purposes:  to exchange good practices in the field among learning and mentoring regions, to organize study visits to the best practices at EU level, to carry out training sessions and to build  up new networks at regional level or join the most important European platforms on Active Ageing, Ambient Assisted Living and Independent Living of the elderly. 

Thanks to this efforts, INNOVAge is reaching good results in terms of increasing the effectiveness of regional development policies in the field of eco-independent living for the elderly. Connection among partners has been fostered, interregional cooperation and  a network of cluster at European level, working in the area of eco-independent living, have been developed in order to help share experience and knowledge by encouraging a strong collaboration within regions.",,,,,,,,593,,"Finance and economy, Health and wellbeing, Participation and democracy","Open knowledge, Open networks","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media, Wearables and personal monitoring",1970-01-01
442,"Innovation by all",,,"passions or find solutions to some of their business problems in a innovative way",,,,,,,,549,,"Education and skills, Work and employment","Open hardware, Open knowledge, Open networks","Digital fabrication and 3D-printing, Mobile and web apps, sensors and internet of things",1970-01-01
357,"Innovation Development and Training",,,"mainstrealing effect, positioning on Future trends lke gamification and Moocs , strategies on open up education initiative",,,,,,,,365,,,"Open data, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, open data, Open-source technologies, Social networks and social media, Wearables and personal monitoring",1970-01-01
565,"Innovation in Creative Industries",,,"social impact through film .Sound and Television",,,,,,,,229,,"Culture and arts, Education and skills","Open networks","Artificial intelligence and machine learning, Digital fabrication and 3D-printing, Online learning and MOOCs, Online marketplaces and noticeboards",1970-01-01
340,"Innovation Shared Centres",,,"Education, health",,,,,,,,8,,"Education and skills, Health and wellbeing","Open knowledge, Open networks","Mobile and web apps, Online learning and MOOCs, sensors and internet of things, Social networks and social media",1970-01-01
264,Innovationskraftwerk,,,"- New impulses for every kind of question
- Platform for people worlwide to submit their ideas and discuss with others
- By the idea contest ""Your question - Your social engagement"" we would like to find socially relevant questions to start another co",,,,,,,,333,,"Participation and democracy","Open networks","Crowdsourcing, crowdmapping and crowdfunding",1970-01-01
221,"Insight Score",,,"Fair access to credit
Financial inclusion
Increase in enterprise start-ups",,,,,,,,780,,"Education and skills, Finance and economy, Work and employment",,,1970-01-01
685,"inspira-t - What would happen if 1.000.000 unemployed young people found their inspiration?",,,"If we can help inspire some of these young people to create their own projects, their own jobs, their own future then we can mitigate this pending societal disaster one community at a time.

If we show them that they can learn by applying their talents not only to their own projects but also to projects with a positive social impact we can have a profound positive impact along the way.

If we can help these young people to inspire others to do the same, to lead by example then we can reach all 1,000,000 unemployed young people in Spain and turn a crisis around by harnessing the massive amount of untapped resources available to the lost generation; talent and time.",,,,,,,,103,,"Education and skills, Neighbourhood regeneration, Work and employment","Open knowledge","Mobile and web apps, Social networks and social media",1970-01-01
696,"instant local delivery",,,"We connect local demand with local delivery supply. ",,,,,,,,1100,,"Culture and arts, Neighbourhood regeneration","Open networks","Geotagging, GPS and GIS, Online marketplaces and noticeboards, sensors and internet of things, Social networks and social media",1970-01-01
200,"inter Regional MEDIA cluster",,," support
3 Agro & Bio business (media) application surveys
2 Social intermediary services - innovation (real estate)
and more online soon

",,,,,,,,899,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Participation and democracy, Science, Work and employment","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, Online learning and MOOCs, Online marketplaces and noticeboards, open data, Open-source technologies, sensors and internet of things, Social networks and social media",1970-01-01
637,"Interaction between man and landscape",,,"service derived by the knowledge exchange within Europe and its main strength of reinvigorating the financial regional situation within eco-sustainability and respect of traditions.",,,,,,,,637,,"Culture and arts, Work and employment","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media, Wearables and personal monitoring",1970-01-01
836,INTERGEN.digital,http://INTERGEN.digital,"Digital selfhelp juniors + seniors + adults, just bring people with own digital items (smartphone, laptop, tablet...)","<p>We open a room with table+chair+electrical+Wifi: And invite people form 7 to &amp;07 years old to come with a few drink, or food, plus own laptop/smartphone/any digital, and share a moment, for self-assisting together using digital tools. Juniors help seniors their first smartphone, seniors help juniors thinking about what bring to them, playing game all day long... How to smart connect ideas to raise better understanding digital transformations and human impacts.</p>","<p>Up the digital culture, connect generations, currently fragmented culture.</p>",2015-09-12,,Switzerland,Lausanne,46.5218269,6.6327025,,"citizen empowerment, digital, education, social inclusion","Education and skills, Participation and democracy","Open data, Open knowledge, Open networks",,2017-02-12
46,"Internet of Things Madrid meetup",,,"We want to reinforce the Madrid innovating ecosystem with our citizen centered point of view. We  promote a reflection on new technologies from an holistic approach and we link local projects with similar initiatives in other cities of Europe, in order to facilitate collaboration and open knowledge and open science practices. 

We have built one of the most diverse and rich community in Madrid and we have brought to live local government facilities with our events.  We have an active community of  750 members. We have organized more than 35 meet ups in Madrid, we have offered a showcase of local projects using IoT technologies.  These projects were completely invisible and giving them the opportunity to showcase their work, new business opportunities appear for them. 
 
We have been part of the Air Quality Egg developers community, linking this international project with Universidad Politecnica in Madrid and Medialab-Prado. We have enriched this project with out community point of view. We have also organized the IoT Days since 2012, in collaboration with Internet Society spanish chapter. This event was a global event, celebrated internationally.",,,,,,,,1113,,"Education and skills, Energy and environment, Participation and democracy, Science, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Artificial intelligence and machine learning, big data, Crowdsourcing, crowdmapping and crowdfunding, open data, Open-source technologies, sensors and internet of things, Wearables and personal monitoring",1970-01-01
570,"Internet of Things Zurich Meetup",https://www.meetup.com/IoT-Zurich/,,"Make people aware about the Internet of Things in general. Member numbers (350+) increasing, good feedback, but probably no real evidence yet.",,,,,,,,476,"DIY, iot","Education and skills","Open data, Open hardware, Open networks","sensors and internet of things",1970-01-01
20,"Internet services, studies and advice in strategic usage of Internet",,,"Help, provision of services, advice on strategic usage of Internet services and its social impact.",,,,,,,,675,,"Culture and arts, Education and skills, Finance and economy, Participation and democracy","Open networks","Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
252,Inventorium,,,"New SME's, new jobs, new products, processes and services. However building a culture of entrepreneurship is key to our social agenda and supporting the best ideas to be validated to a scaleable opportunity. ",,,,,,,,324,,"Culture and arts, Energy and environment, Health and wellbeing, Neighbourhood regeneration, Work and employment","Open data, Open knowledge, Open networks","big data, Mobile and web apps, Online marketplaces and noticeboards, open data, Peer-to-peer networks, sensors and internet of things, Social networks and social media",1970-01-01
110,"Investment and support for social technology start-ups",,,"We look to support start-ups who want to have a substantial and meaningful positive impact on society and encourage all of the teams to establish relevant metrics and measure their impact systematically. ",,,,,,,,"141, 310, 957, 1119, 1174",,"Culture and arts, Education and skills, Health and wellbeing","Open data, Open hardware, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, Mobile and web apps, Online learning and MOOCs, Online marketplaces and noticeboards, Open-source technologies, sensors and internet of things, Social networks and social media",1970-01-01
401,"iot & build environment conference",,,"FET)research programs.",,,,,,,,415,,"Participation and democracy","Open networks","Digital fabrication and 3D-printing, open data, sensors and internet of things",1970-01-01
329,iRemploy,,,"To increase the employment rate of disabled people in the UK and Europe by providing alternative ways of accessing employment advice and support.",,,,,,,,94,,"Work and employment","Open knowledge","Peer-to-peer networks",1970-01-01
244,"IWA (Intergenerational Wisdom Academy)",,,"Too early stages to provide data. We have produced a pilot project in 2012 (www.creative-generation.org.uk) with a 10% of participants going into community leadership position and further career training in media. ",,,,,,,,917,,"Work and employment","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding",1970-01-01
